Time,A_Feed_S1,D_Feed_S2,E_Feed_S3,Total_Feed_S4,Recycle_Flow_S8,Reactor_Feed_Rate_S6,Reactor_Pressure,Reactor_Level,Reactor_Temperature,Purge_Rate_S9,Product_Sep_Temp,Product_Sep_Level,Prod_Sep_Pressure,Prod_Sep_Underflow_S10,Stripper_Level,Stripper_Pressure,Stripper_Underflow_S11,Stripper_Temp,Stripper_Steam_Flow,Compressor_Work,Reactor_Cooling_Water_Outlet_Temp,Separator_Cooling_Water_Outlet_Temp,Composition_A_S6,Composition_B_S6,Composition_C_S6,Composition_D_S6,Composition_E_S6,Composition_F_S6,Composition_A_S9,Composition_B_S9,Composition_C_S9,Composition_D_S9,Composition_E_S9,Composition_F_S9,Composition_G_S9,Composition_H_S9,Composition_D_S11,Composition_E_S11,Composition_F_S11,Composition_G_S11,Composition_H_S11,D_Feed_Flow_Stream_2,E_Feed_Flow_Stream_3,A_Feed_Flow_Stream_1,Total_Feed_Flow_Stream_4,Compressor_Recycle_Valve,Purge_Valve_Stream_9,Separator_Pot_Liquid_Flow_Stream_10,Stripper_Liquid_Product_Flow_Stream_11,Stripper_Steam_Valve,Reactor_Cooling_Water_Flow,Condensor_Cooling_Water_Flow
553,0.25521,3665.8,4525.6,9.3367,26.704,42.386,2698.9,74.597,120.43,0.35367,80.403,49.157,2626.3,24.722,49.44,3099,22.478,65.566,222.27,338.78,94.722,77.243,32.037,8.9401,26.059,6.8005,19.324,1.6392,33.244,13.865,23.712,1.1751,19.121,2.2771,4.8391,2.3406,0.03978,0.85589,0.092028,52.634,43.688,63.395,54.071,25.077,60.218,21.291,41.945,35.619,45.237,45.879,41.253,19.288
554,0.25627,3694.5,4500,9.1201,26.579,42.172,2697.5,74.762,120.4,0.34958,80.33,50.323,2626.2,26.019,49.922,3095.9,23.013,65.573,224.22,338.91,94.564,77.296,32.037,8.9401,26.059,6.8005,19.324,1.6392,33.244,13.865,23.712,1.1751,19.121,2.2771,4.8391,2.3406,0.03978,0.85589,0.092028,52.634,43.688,62.901,54.377,24.973,62.904,21.66,42.445,39.051,46.352,45.937,41.05,18.021
555,0.26423,3681.4,4486.6,9.202,27.043,42.412,2693.7,75.581,120.41,0.33974,80.169,50.325,2621.5,24.957,50.382,3095.7,22.319,65.578,225.81,337.86,94.749,76.854,31.597,8.8647,26.3,6.8897,19.385,1.698,32.607,13.836,23.799,1.1983,18.667,2.274,4.9021,2.3192,0.03978,0.85589,0.092028,52.634,43.688,63.3,53.225,26.62,60.802,21.213,40.707,39.055,47.418,46.025,40.514,19.709
556,0.26812,3686.6,4431.5,9.2625,26.487,42.704,2691.8,75.29,120.4,0.33795,79.946,49.714,2619.2,26.082,49.192,3093.2,22.812,65.512,224.13,338.21,94.717,76.772,31.597,8.8647,26.3,6.8897,19.385,1.698,32.607,13.836,23.799,1.1983,18.667,2.274,4.9021,2.3192,-0.00098405,0.87744,0.092553,53.195,43.193,63.211,53.885,26.238,63.074,20.943,40.926,37.258,44.664,46.33,40.393,18.573
557,0.31282,3665.7,4430.2,9.2702,26.943,42.498,2694.3,74.689,120.42,0.33515,80.204,49.633,2622.7,24.649,50.068,3092.5,22.35,65.525,224.86,338.89,94.687,77.36,31.993,8.9286,26.328,6.6371,19.174,1.6873,32.618,13.848,23.918,1.3166,19.033,2.311,4.8611,2.3862,-0.00098405,0.87744,0.092553,53.195,43.193,62.824,53.65,30.969,63.814,21.508,40.544,37.021,46.691,46.464,40.611,19.63
558,0.31505,3674.2,4418.5,9.256,26.507,42.585,2695.9,74.128,120.4,0.33684,80.283,50.947,2624.2,25.985,50.376,3094.2,23.219,65.573,225.17,339.2,94.738,77.284,31.993,8.9286,26.328,6.6371,19.174,1.6873,32.618,13.848,23.918,1.3166,19.033,2.311,4.8611,2.3862,-0.00098405,0.87744,0.092553,53.195,43.193,62.676,53.791,30.749,61.553,21.346,40.339,40.887,47.404,46.631,40.725,17.567
559,0.27756,3736.6,4532.4,9.2526,26.884,42.567,2696.3,74.904,120.45,0.34022,80.433,49.677,2624.4,25.165,49.404,3095.8,22.594,65.64,228.01,339.19,94.426,77.505,32.314,8.9595,26.23,6.9765,18.965,1.658,32.757,13.929,23.502,1.4859,18.879,2.2924,4.8233,2.2188,-0.00098405,0.87744,0.092553,53.195,43.193,63.931,52.862,27.704,62.037,21.269,40.273,37.151,45.154,46.571,42.314,19.022
560,0.27906,3726.3,4437.6,9.3389,26.963,42.5,2694.6,74.529,120.39,0.34177,80.389,48.646,2622.9,24.228,50.24,3095.5,23.37,65.69,227.79,338.96,94.546,77.182,32.314,8.9595,26.23,6.9765,18.965,1.658,32.757,13.929,23.502,1.4859,18.879,2.2924,4.8233,2.2188,-0.00098405,0.87744,0.092553,53.195,43.193,64.109,53.997,27.557,59.224,21.428,40.083,34.114,47.089,46.778,41.407,17.192
561,0.2524,3651.2,4464.3,9.3291,26.867,42.416,2692.3,74.443,120.39,0.3473,80.339,49.563,2621.6,24.391,51.384,3092.1,22.854,65.753,227.98,338.96,94.501,77.215,31.923,8.9075,26.25,6.898,18.956,1.6319,32.937,13.915,24.016,1.1784,18.951,2.3018,4.8442,2.3167,0.028958,0.88228,0.10526,54.333,44.383,62.494,54.141,24.149,61.769,21.472,41.655,36.813,49.738,47.557,40.612,18.422
562,0.24989,3640.1,4503.8,9.4583,27.004,42.332,2692.6,75.735,120.39,0.34714,80.359,49.15,2620.9,26.44,51.205,3092.9,23.448,65.78,229.15,338.86,94.85,77.224,31.923,8.9075,26.25,6.898,18.956,1.6319,32.937,13.915,24.016,1.1784,18.951,2.3018,4.8442,2.3167,0.028958,0.88228,0.10526,54.333,44.383,62.685,53.668,24.395,58.85,21.37,41.675,35.598,49.323,47.902,40.566,17.004
563,0.28867,3694.4,4465.2,9.2953,27.127,42.488,2695.4,74.28,120.39,0.34676,80.561,49.853,2623,25.555,51.238,3095.4,23.466,65.862,232.57,339.01,94.559,77.476,31.646,8.9707,26.041,6.8954,18.523,1.6053,32.715,13.984,23.878,1.2619,19.028,2.2585,4.8095,2.4155,0.028958,0.88228,0.10526,54.333,44.383,62.388,54.122,28.158,59.376,21.372,41.495,37.668,49.399,48.045,41.129,16.926
564,0.28697,3685.4,4519.4,9.4132,26.836,42.335,2694,75.615,120.4,0.34757,80.358,49.713,2621.9,24.991,49.486,3094.2,23.122,65.915,234.77,338.68,94.824,77.219,31.646,8.9707,26.041,6.8954,18.523,1.6053,32.715,13.984,23.878,1.2619,19.028,2.2585,4.8095,2.4155,0.028958,0.88228,0.10526,54.333,44.383,62.542,53.473,28.324,61.226,21.236,41.395,37.254,45.345,48.295,40.668,17.762
565,0.3194,3671.2,4546,9.4362,26.889,42.519,2695,75.242,120.44,0.35461,80.235,51.355,2622.5,26.226,49.927,3095.1,24.478,65.918,233.79,339.34,94.501,76.928,31.945,8.9091,25.938,6.9452,18.991,1.6691,32.569,13.882,23.578,1.2132,18.888,2.2558,4.9024,2.3657,0.028958,0.88228,0.10526,54.333,44.383,62.795,54.223,31.239,60.111,21.305,42.579,42.087,46.365,48.828,41.572,14.578
566,0.31881,3684.5,4551.6,9.3452,26.69,42.304,2696.7,74.562,120.4,0.3557,80.359,52.256,2625.2,26.856,50.127,3097,23.318,65.95,236.77,339.11,94.712,77.447,31.945,8.9091,25.938,6.9452,18.991,1.6691,32.569,13.882,23.578,1.2132,18.888,2.2558,4.9024,2.3657,0.030186,0.84485,0.11672,53.231,44.123,62.567,54.156,31.298,62.619,21.345,42.446,44.738,46.828,49.21,40.935,17.285
567,0.29308,3662.7,4486.4,9.4719,26.507,42.264,2697.6,74.74,120.39,0.34585,80.472,49.909,2626.1,24.701,50.562,3098.1,22.576,66.011,239.13,339.27,94.475,77.33,31.975,9.0942,26.382,6.6497,18.772,1.6442,32.636,13.874,23.526,1.2132,18.737,2.2631,4.9154,2.3225,0.030186,0.84485,0.11672,53.231,44.123,62.469,53.791,28.933,59.692,21.124,41.09,37.831,47.834,49.53,41.061,19.044
568,0.29451,3632.2,4484.4,9.2843,27.415,42.011,2697.9,74.583,120.38,0.34649,80.365,51.318,2625.8,26.438,51.275,3098,22.985,66.098,237.67,339.96,94.747,77.175,31.975,9.0942,26.382,6.6497,18.772,1.6442,32.636,13.874,23.526,1.2132,18.737,2.2631,4.9154,2.3225,0.030186,0.84485,0.11672,53.231,44.123,62.993,53.815,28.793,62.894,21.54,41.011,41.978,49.485,50.185,41.023,18.081
569,0.29255,3733.5,4531.6,9.1446,27.052,42.454,2698.2,74.577,120.44,0.34567,80.339,49.597,2627.1,26.692,48.943,3099,24.105,66.113,239.63,340.48,94.502,77.357,32.121,8.9334,26.283,6.8124,18.986,1.6649,32.779,13.977,23.735,1.2982,19.154,2.2748,4.8666,2.1728,0.030186,0.84485,0.11672,53.231,44.123,63.922,53.769,28.874,63.281,21.702,40.961,36.915,44.088,50.536,41.664,15.406
570,0.2936,3722.9,4512.5,9.3062,26.532,42.55,2700.1,74.347,120.43,0.34513,80.504,49.732,2628.2,25.857,49.119,3099.3,22.47,66.2,240.22,340.33,94.256,77.621,32.121,8.9334,26.283,6.8124,18.986,1.6649,32.779,13.977,23.735,1.2982,19.154,2.2748,4.8666,2.1728,0.030186,0.84485,0.11672,53.231,44.123,64.105,53.998,28.77,60.565,21.627,41.028,37.31,44.495,51.004,41.537,19.251
571,0.27904,3658.1,4538.9,9.328,26.417,42.3,2697.5,75.548,120.42,0.35805,80.514,49.845,2625.8,24.663,49.651,3097.4,23.21,66.288,240.88,340.24,94.433,77.426,32.531,8.9151,26.262,6.8388,18.915,1.7138,33.182,13.952,23.262,1.1509,18.288,2.2938,4.8576,2.326,0.025127,0.84935,0.084734,53.901,43.864,63.935,53.14,27.714,61.526,21.294,42.361,37.643,45.727,50.554,41.168,17.484
572,0.28141,3687.7,4489.5,9.3636,27.103,42.54,2695,74.95,120.39,0.35676,80.301,50.865,2623.6,26.853,49.683,3093.8,22.872,66.31,240.19,340.27,94.541,77.171,32.531,8.9151,26.262,6.8388,18.915,1.7138,33.182,13.952,23.262,1.1509,18.288,2.2938,4.8576,2.326,0.025127,0.84935,0.084734,53.901,43.864,63.425,53.731,27.481,60.474,21.946,42.518,40.645,45.801,50.739,40.989,18.311
573,0.23817,3658.6,4498.6,9.3539,27.199,42.228,2692.2,74.724,120.4,0.35787,80.255,49.266,2621.7,25.941,49.053,3091.6,23.001,66.294,239.51,340.34,94.538,77.066,32.696,8.8443,26.051,6.9626,19.231,1.6154,33.231,13.829,23.58,1.2163,19.251,2.2882,4.8929,2.3947,0.025127,0.84935,0.084734,53.901,43.864,63.747,53.767,23.657,60.938,21.687,41.917,35.94,44.343,50.924,41.291,18.021
574,0.23846,3643.6,4475.6,9.3719,26.867,42.448,2689.9,75.902,120.37,0.35858,80.089,51.454,2618.1,23.739,49.455,3089.5,23.421,66.248,243.91,340.51,94.544,76.971,32.696,8.8443,26.051,6.9626,19.231,1.6154,33.231,13.829,23.58,1.2163,19.251,2.2882,4.8929,2.3947,0.025127,0.84935,0.084734,53.901,43.864,64.005,54.042,23.628,60.701,21.601,41.831,42.38,45.273,50.66,40.649,17.048
575,0.22125,3663.4,4458.4,9.2363,26.927,42.385,2690.5,74.423,120.38,0.34072,80.204,50.458,2618.5,26.416,48.663,3088.5,22.856,66.212,241.05,340.05,94.715,77.46,32.65,8.8954,25.865,6.8999,19.144,1.688,32.542,13.787,23.897,1.4186,18.586,2.2763,4.873,2.3257,0.025127,0.84935,0.084734,53.901,43.864,62.562,53.423,21.311,62.805,21.738,40.823,39.447,43.44,51.043,41.095,18.368
576,0.22064,3661.5,4479.3,9.251,26.977,42.491,2692.1,74.529,120.39,0.33998,80.371,48.698,2620.6,25.837,49.908,3088.6,23.926,66.265,243.8,340.46,94.611,77.089,32.65,8.8954,25.865,6.8999,19.144,1.688,32.542,13.787,23.897,1.4186,18.586,2.2763,4.873,2.3257,0.018637,0.84875,0.10327,53.588,44.036,62.594,53.173,21.372,65.106,22.019,40.913,34.269,46.321,51.059,40.994,15.838
577,0.22048,3656,4450.5,9.345,27.019,42.4,2693.3,74.641,120.41,0.33684,80.399,51.715,2621.7,24.184,50.572,3090.7,21.927,66.299,244.32,340.32,94.682,77.156,32.233,8.9188,26.397,6.956,18.74,1.6457,32.851,13.826,23.358,1.2816,18.742,2.2417,4.8438,2.3206,0.018637,0.84875,0.10327,53.588,44.036,63.192,53.66,21.275,61.834,21.756,40.153,43.147,47.857,51.194,41.246,20.577
578,0.22112,3668.7,4469.4,9.4631,26.982,42.83,2692.7,74.193,120.41,0.33702,80.414,49.638,2621.8,24.527,49.515,3091.4,23.323,66.342,244.78,340.08,94.679,77.613,32.233,8.9188,26.397,6.956,18.74,1.6457,32.851,13.826,23.358,1.2816,18.742,2.2417,4.8438,2.3206,0.018637,0.84875,0.10327,53.588,44.036,62.974,53.434,21.212,60.731,21.788,40.13,37.034,45.411,51.332,41.121,17.222
579,0.25579,3645.2,4522.9,9.4657,26.599,42.086,2695.6,74.076,120.4,0.33793,80.602,49.433,2624.2,25.802,50.591,3094.7,22.761,66.411,244.6,340.13,94.559,77.495,32.036,9.0549,25.738,6.9249,18.56,1.6378,33.008,13.87,23.099,1.2798,19.155,2.3018,4.884,2.3155,0.018637,0.84875,0.10327,53.588,44.036,62.844,53.759,25.211,61.302,21.426,41.045,36.433,47.902,51.525,41.335,18.543
580,0.25653,3638,4493.2,9.3314,27.114,42.526,2696.7,75.004,120.38,0.34193,80.517,51.664,2624.9,26.169,50.303,3096,21.854,66.466,245.2,339.66,94.651,77.354,32.036,9.0549,25.738,6.9249,18.56,1.6378,33.008,13.87,23.099,1.2798,19.155,2.3018,4.884,2.3155,0.018637,0.84875,0.10327,53.588,44.036,62.967,54.115,25.139,62.016,21.517,40.557,42.998,47.234,51.645,40.497,20.697
581,0.27544,3645.1,4521.5,9.4239,26.735,42.598,2698,73.754,120.41,0.34835,80.533,50.117,2626.7,25.465,51.13,3096.9,24.069,66.477,246.68,340.24,94.555,78.019,32.966,9.0499,25.822,6.9339,18.446,1.6873,32.871,13.689,23.848,1.1369,18.868,2.2179,5.0154,2.3129,0.038145,0.84219,0.10103,53.92,44.182,63.063,54.238,27.13,62.947,21.484,40.983,38.443,49.15,51.696,40.896,15.38
582,0.27425,3639.5,4529.4,9.3054,27.294,42.094,2700.5,75.047,120.4,0.34413,80.615,48.983,2628.7,24.583,49.06,3099.6,23.066,66.539,247.72,340.42,94.587,77.614,32.966,9.0499,25.822,6.9339,18.446,1.6873,32.871,13.689,23.848,1.1369,18.868,2.2179,5.0154,2.3129,0.038145,0.84219,0.10103,53.92,44.182,63.16,54.142,27.248,62.828,21.855,41.497,35.106,44.359,51.778,41.21,17.767
583,0.18074,3643.8,4534.2,9.2928,27.151,42.414,2699.5,74.146,120.42,0.32561,80.497,51.523,2628.1,23.286,49.843,3098.6,22.385,66.543,246.79,340.65,94.558,77.48,31.697,8.8918,26.122,6.9307,18.758,1.6587,33.599,13.879,23.606,1.2859,19.087,2.2698,5.0258,2.3576,0.038145,0.84219,0.10103,53.92,44.182,62.961,54.412,18.112,62.239,22.078,38.839,42.581,46.17,52.037,41.294,19.384
584,0.18092,3672.1,4560.6,9.4009,26.706,42.722,2697.5,74.025,120.4,0.32309,80.337,48.839,2626.2,24.937,50.259,3096.7,22.036,66.545,246.88,340.47,94.564,77.031,31.697,8.8918,26.122,6.9307,18.758,1.6587,33.599,13.879,23.606,1.2859,19.087,2.2698,5.0258,2.3576,0.038145,0.84219,0.10103,53.92,44.182,62.475,54.096,18.094,62.552,21.627,39.146,34.684,47.133,52.205,41.358,20.251
585,0.30334,3679.4,4489.3,9.3755,27.141,42.586,2697.7,74.498,120.41,0.34739,80.14,49.705,2626.1,25.645,49.815,3097.9,22.496,66.486,247.32,339.98,94.693,77.267,32.38,8.7587,26.176,6.7768,19.164,1.6783,33.15,14.029,23.543,1.1882,18.89,2.2394,4.9457,2.3692,0.038145,0.84219,0.10103,53.92,44.182,62.33,54.213,29.905,63.133,21.948,41.23,37.231,46.106,52.348,40.935,19.168
586,0.3033,3669.4,4514.1,9.2265,27.363,42.363,2698.9,74.608,120.39,0.34615,80.1,50.679,2627.2,25.583,49.101,3098.4,23.242,66.423,248.94,340.66,94.519,77.304,32.38,8.7587,26.176,6.7768,19.164,1.6783,33.15,14.029,23.543,1.1882,18.89,2.2394,4.9457,2.3692,0.025003,0.82951,0.089031,53.587,43.819,62.502,53.916,29.909,63.197,21.947,41.381,40.098,44.454,52.235,41.064,17.407
587,0.23761,3690.4,4485.7,9.2959,26.886,42.393,2699.2,74.773,120.41,0.36482,80.166,49.786,2628.2,22.987,49.313,3097.4,22.22,66.429,249.09,340.83,94.659,77.646,32.145,8.9125,26.306,6.6971,19.033,1.6937,32.807,13.763,23.033,1.4227,18.753,2.2893,4.8578,2.2583,0.025003,0.82951,0.089031,53.587,43.819,63.516,53.227,23.686,62.355,21.927,43.291,37.471,44.944,52.339,40.986,19.806
588,0.23696,3708.3,4463.8,9.421,27.074,42.312,2701.1,74.704,120.43,0.3639,80.475,50.09,2629.9,23.059,49.71,3100,21.914,66.478,247.24,341.03,94.425,77.521,32.145,8.9125,26.306,6.6971,19.033,1.6937,32.807,13.763,23.033,1.4227,18.753,2.2893,4.8578,2.2583,0.025003,0.82951,0.089031,53.587,43.819,63.208,53.489,23.75,60.42,21.914,43.403,38.365,45.864,52.617,41.789,20.521
589,0.25952,3703.4,4486,9.4365,26.734,42.806,2700.5,74.867,120.39,0.33757,80.421,48.558,2628.9,24.094,51.333,3100.6,22.382,66.533,250.61,340.68,94.408,77.433,32.31,8.9154,26.108,6.9295,18.868,1.669,33.058,13.97,23.906,1.2705,18.45,2.289,4.8338,2.3823,0.025003,0.82951,0.089031,53.587,43.819,64.129,53.491,25.853,60.947,21.634,39.617,33.857,49.619,52.427,41.802,19.407
590,0.26228,3717.6,4456.5,9.3836,27.265,42.587,2699.2,74.799,120.41,0.33466,80.243,48.928,2626.4,23.022,49.519,3098.3,23.482,66.539,248.56,340.73,94.38,76.938,32.31,8.9154,26.108,6.9295,18.868,1.669,33.058,13.97,23.906,1.2705,18.45,2.289,4.8338,2.3823,0.025003,0.82951,0.089031,53.587,43.819,63.884,53.844,25.583,60.813,21.864,39.972,34.945,45.42,52.722,41.327,16.833
591,0.24432,3645.8,4505.9,9.3674,26.927,42.505,2695.7,75.315,120.37,0.36154,80.048,49.7,2623.9,23.629,51.117,3095.1,23.072,66.502,250.23,341.06,94.611,77.334,32.038,8.9701,26.274,6.9199,18.806,1.6669,32.988,13.631,23.649,1.0893,18.443,2.3287,4.8895,2.3154,0.0098203,0.82415,0.099053,53.381,44.368,63.146,53.628,24.118,63.66,21.669,42.298,37.218,49.119,52.362,40.339,17.802
592,0.24592,3644.2,4497.7,9.4643,27.158,42.582,2698.3,74.519,120.39,0.35652,80.212,49.574,2627.5,26.338,49.19,3095.9,23.418,66.459,246.85,341.37,94.525,77.417,32.038,8.9701,26.274,6.9199,18.806,1.6669,32.988,13.631,23.649,1.0893,18.443,2.3287,4.8895,2.3154,0.0098203,0.82415,0.099053,53.381,44.368,63.173,53.726,23.961,61.033,22.28,42.911,36.847,44.659,52.639,41.555,16.966
593,0.27209,3675.3,4552.8,9.3328,26.793,42.057,2703.5,75.694,120.41,0.32181,80.578,50.488,2632.7,25.59,49.323,3099,23.091,66.531,247.46,341.19,94.563,78.127,32.573,8.7973,26.668,6.976,18.814,1.6545,32.947,13.931,23.799,1.3711,18.629,2.2486,4.8186,2.2909,0.0098203,0.82415,0.099053,53.381,44.368,62.681,53.209,26.591,60.945,22.394,38.035,39.535,44.967,52.553,40.71,17.674
594,0.27297,3658.1,4511.4,9.3777,27.156,42.358,2703.5,74.867,120.41,0.32344,80.499,52.384,2632,25.275,48.98,3102.2,22.122,66.597,247.98,341.3,94.455,77.228,32.573,8.7973,26.668,6.976,18.814,1.6545,32.947,13.931,23.799,1.3711,18.629,2.2486,4.8186,2.2909,0.0098203,0.82415,0.099053,53.381,44.368,62.978,53.704,26.504,59.724,22.205,37.837,45.115,44.173,52.471,40.952,20.017
595,0.21683,3659.7,4452.5,9.3093,26.573,42.425,2698.3,74.252,120.36,0.35467,80.009,50.556,2626.6,26.774,48.606,3097.3,23.094,66.556,248.5,341.19,94.663,76.86,32.098,9.0495,26.216,6.8419,18.749,1.6592,33.064,13.749,24.037,1.3509,18.517,2.2921,4.9114,2.2854,0.0098203,0.82415,0.099053,53.381,44.368,62.397,54.385,21.61,60.664,21.703,42.007,39.736,43.308,52.396,40.029,17.763
596,0.21928,3625.8,4473.6,9.4508,26.847,42.181,2698.7,74.604,120.38,0.35564,79.966,50.138,2627.7,25.346,52.399,3094.7,21.954,66.434,249.36,341.68,94.72,77.406,32.098,9.0495,26.216,6.8419,18.749,1.6592,33.064,13.749,24.037,1.3509,18.517,2.2921,4.9114,2.2854,0.013808,0.83925,0.10185,53.307,43.726,62.979,54.131,21.369,59.562,22.125,41.889,38.507,52.086,52.143,41.09,20.45
597,0.26402,3684.9,4502.8,9.4188,26.885,42.293,2702.1,75.201,120.42,0.33764,80.168,53.263,2631.9,24.274,50.626,3098.7,23.34,66.391,248.08,342.07,94.6,77.457,32.191,8.9643,26.208,6.9772,18.901,1.6411,33.016,13.809,23.228,1.2085,19.11,2.2649,4.9062,2.3045,0.013808,0.83925,0.10185,53.307,43.726,63.114,53.939,25.7,63.883,22.449,39.229,47.702,47.982,52.168,41.083,17.15
598,0.26249,3706.5,4504.9,9.3903,26.759,42.668,2704.7,74.609,120.4,0.33212,80.288,50.855,2633.8,25.116,51.225,3102,22.737,66.425,247.61,342.16,94.505,77.419,32.191,8.9643,26.208,6.9772,18.901,1.6411,33.016,13.809,23.228,1.2085,19.11,2.2649,4.9062,2.3045,0.013808,0.83925,0.10185,53.307,43.726,62.743,53.915,25.851,60.782,22.142,39.903,40.616,49.37,52.117,41.166,18.575
599,0.25485,3655.5,4494.8,9.3448,26.982,42.433,2702.9,75.516,120.42,0.34086,80.184,48.96,2631.7,26.241,49.187,3101.7,23.559,66.457,246.26,341.74,94.631,77.374,32.39,8.7953,26.258,7.0134,18.779,1.6373,33.127,13.926,23.462,1.2659,18.817,2.2472,4.8517,2.2933,0.013808,0.83925,0.10185,53.307,43.726,62.407,53.656,24.92,60.025,21.885,40.386,35.04,44.652,52.144,41.506,16.63
600,0.25277,3662.3,4515.7,9.3817,26.874,42.631,2703.3,75.42,120.36,0.34106,80.07,49.789,2631.4,24.787,50.41,3100.7,22.942,66.405,246.92,342.22,94.489,77.137,32.39,8.7953,26.258,7.0134,18.779,1.6373,33.127,13.926,23.462,1.2659,18.817,2.2472,4.8517,2.2933,0.013808,0.83925,0.10185,53.307,43.726,62.29,53.405,25.124,61.383,21.995,40.36,37.478,47.483,51.994,40.499,18.116
601,0.23335,3606.4,4523.1,9.3367,26.85,42.27,2705.4,75.508,120.4,0.35213,80.19,50.995,2634.1,25.057,49.66,3100,23.809,66.397,248.68,342.58,94.692,77.779,32.384,9.0467,26.171,6.9013,19.209,1.6157,33.38,13.788,23.812,1.3061,18.413,2.2668,4.8864,2.2505,0.025098,0.81422,0.084378,53.947,44.02,62.828,53.605,23.037,60.53,22.608,42.196,41.027,45.748,52.127,41.014,16.009
602,0.2356,3626.3,4486.3,9.4897,27.096,42.765,2707.8,75.275,120.4,0.35412,80.452,49.528,2637.4,24.728,48.363,3103.2,22.321,66.461,247.55,342.43,94.582,77.71,32.384,9.0467,26.171,6.9013,19.209,1.6157,33.38,13.788,23.812,1.3061,18.413,2.2668,4.8864,2.2505,0.025098,0.81422,0.084378,53.947,44.02,62.484,54.046,22.815,59.978,22.916,41.954,36.711,42.745,52.298,41.374,19.514
603,0.23616,3678.2,4448.4,9.5292,26.997,42.413,2705.9,75.078,120.39,0.33581,80.247,49.532,2634.4,24.258,50.774,3102.1,22.266,66.521,247.64,342.23,94.725,77.287,32.618,8.9103,26.273,6.7439,18.903,1.7118,32.927,13.758,24.064,1.2167,18.807,2.3139,4.8242,2.2979,0.025098,0.81422,0.084378,53.947,44.02,62.504,53.408,22.474,59.314,22.349,40.546,36.722,48.325,52.357,40.71,19.673
604,0.232,3691.8,4420.2,9.3964,26.96,42.19,2705.3,75.124,120.39,0.33874,80.101,50.081,2633.8,24.875,49.442,3101,22.28,66.467,246.17,342.49,94.436,77.312,32.618,8.9103,26.273,6.7439,18.903,1.7118,32.927,13.758,24.064,1.2167,18.807,2.3139,4.8242,2.2979,0.025098,0.81422,0.084378,53.947,44.02,62.269,53.745,22.883,62.114,22.578,40.188,38.339,45.243,52.56,40.795,19.645
605,0.20776,3671.9,4456.9,9.3269,26.553,42.093,2703.5,74.478,120.4,0.33159,79.866,50.367,2632.2,24.613,49.943,3099.6,23.447,66.429,249.01,342.96,94.68,77.038,32.107,8.8283,26.214,6.657,18.58,1.6145,33.013,13.893,23.904,1.1614,18.545,2.2871,4.9406,2.3396,0.025098,0.81422,0.084378,53.947,44.02,64.05,54.011,20.18,62.106,22.173,40.191,39.181,46.401,52.382,40.912,16.913
606,0.20719,3695.8,4466.1,9.3976,26.6,42.319,2703.2,75.148,120.4,0.3363,79.877,51.387,2631.3,26.476,51.382,3098.7,23.436,66.344,247.96,342.98,94.417,77.161,32.107,8.8283,26.214,6.657,18.58,1.6145,33.013,13.893,23.904,1.1614,18.545,2.2871,4.9406,2.3396,0.0096467,0.83136,0.098451,54.249,42.666,63.638,53.9,20.237,60.865,22.298,39.617,42.183,49.732,51.898,40.906,16.95
607,0.25485,3719.7,4499.4,9.3488,26.743,42.361,2705.3,74.925,120.42,0.34943,80.122,49.697,2634.3,24.732,50.987,3100.9,21.699,66.315,246.8,342.42,94.585,77.352,32.779,8.7667,25.944,7.0719,18.289,1.6542,33.172,13.727,24.138,1.3063,18.473,2.2686,4.8791,2.1798,0.0096467,0.83136,0.098451,54.249,42.666,64.159,54.3,24.906,61.624,22.349,41.624,37.209,48.818,51.792,41.55,21.056
608,0.25334,3708.8,4509.3,9.3552,26.783,42.297,2703.5,74.312,120.43,0.35076,80.105,48.93,2632.6,24.326,50.514,3101.3,23.691,66.349,248.18,341.8,94.278,77.378,32.779,8.7667,25.944,7.0719,18.289,1.6542,33.172,13.727,24.138,1.3063,18.473,2.2686,4.8791,2.1798,0.0096467,0.83136,0.098451,54.249,42.666,64.347,54.181,25.054,62.8,22.026,41.461,34.951,47.723,51.46,41.9,16.323
609,0.18673,3608.2,4530.7,9.3952,27.024,42.432,2704.4,74.748,120.38,0.33403,80.153,50.621,2633,25.663,50.405,3099.2,21.83,66.337,244.47,342.4,94.619,77.276,32.087,8.824,26.039,6.9941,19.022,1.6495,33.301,13.898,24.094,1.2317,18.408,2.2837,4.8621,2.3437,0.0096467,0.83136,0.098451,54.249,42.666,62.456,54.697,18.311,62.498,22.559,39.048,39.928,47.471,51.581,40.111,20.743
610,0.18918,3596.9,4543.5,9.3452,27.04,42.408,2705.3,75.71,120.38,0.33007,80.226,50.214,2634.6,26.079,49.017,3100.5,22.304,66.344,246.3,342.09,94.732,77.466,32.087,8.824,26.039,6.9941,19.022,1.6495,33.301,13.898,24.094,1.2317,18.408,2.2837,4.8621,2.3437,0.0096467,0.83136,0.098451,54.249,42.666,62.651,54.545,18.07,60.981,22.79,39.531,38.73,44.26,51.209,40.925,19.596
